Member_number,basket
4267,"['beef', 'dairy', 'stationery', 'whole milk', 'butter', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'fish', 'bakery', 'sausage']"
4268,"['dairy', 'dessert', 'nutsprunes', 'semifinished bread', 'yogurt', 'meat', 'margarine', 'bakery']"
4269,"['dairy', 'dishes', 'misc', 'semifinished bread', 'meat', 'citrus fruit']"
4270,"['napkins', 'brown bread', 'whole milk', 'snacks', 'bottled water', 'bags']"
4271,"['bags', 'dairy', 'grains', 'gardening']"
4272,"['napkins', 'pet_care', 'whole milk', 'pastry', 'pickled vegetables', 'berries', 'uhtmilk', 'fruits', 'soda', 'bottled water', 'meat spreads', 'vegetables', 'domestic eggs', 'dairy', 'coffee', 'margarine', 'sweets']"
4273,"['citrus fruit', 'whole milk', 'soda', 'vegetables', 'beverages', 'margarine', 'bakery']"
4274,"['pip fruit', 'beef', 'dairy', 'whole milk', 'soda', 'vegetables', 'beverages', 'meat', 'bakery']"
4275,"['dental care', 'whole milk', 'gardening', 'snacks', 'dishes', 'bottled water', 'fruits', 'hygiene articles', 'sweeteners', 'vegetables', 'beverages', 'meat', 'sweets']"
4277,"['brown bread', 'pip fruit', 'stationery', 'whole milk', 'pastry', 'butter', 'snacks', 'dessert', 'bottled water', 'fruits', 'soda', 'bags', 'hygiene articles', 'yogurt', 'root vegetables', 'bakery', 'sausage']"
4278,"['stationery', 'soda', 'canned vegetables', 'beverages']"
4279,"['dairy', 'berries']"
4280,"['sweets', 'dairy', 'pet_care', 'frozen meals', 'bottled water', 'soda', 'grains', 'domestic eggs', 'beverages', 'meat', 'margarine', 'bakery']"
4281,"['frozen dessert', 'stationery', 'whole milk', 'liquor appetizer', 'bags', 'soda', 'yogurt', 'hard cheese', 'beverages', 'margarine', 'bakery']"
4282,"['personal_care', 'meat', 'vegetables', 'baking_ingredients']"
4283,"['tropical fruit', 'liquor appetizer', 'frozen meals', 'vegetables', 'beverages', 'coffee', 'sweets']"
4284,"['soups', 'pip fruit', 'spices', 'whole milk', 'pastry', 'soda', 'beverages', 'coffee', 'sausage']"
4285,"['whole milk', 'pastry', 'fruitvegetable juice', 'oils', 'domestic eggs', 'root vegetables', 'bakery']"
4286,"['brown bread', 'dairy', 'whole milk', 'electronics', 'butter', 'fruitvegetable juice', 'vegetables', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'bakery']"
4287,"['canned vegetables', 'berries', 'soda', 'grains', 'root vegetables']"
4288,"['frozen potato products', 'dairy', 'pastry', 'berries', 'soda', 'personal_care', 'beverages', 'meat', 'citrus fruit']"
4289,"['curd', 'liquor appetizer', 'pickled vegetables', 'vegetables', 'hard cheese', 'meat']"
4290,"['ice cream', 'dessert', 'soda', 'yogurt', 'beverages', 'dairy']"
4291,"['pip fruit', 'whole milk', 'bottled water', 'soda', 'coffee', 'sweeteners', 'root vegetables', 'dairy', 'citrus fruit', 'sweets', 'sausage']"
4292,"['frozen potato products', 'napkins', 'spices', 'dairy', 'brown bread', 'gardening', 'chewing gum', 'bottled water', 'coffee', 'vegetables', 'yogurt', 'domestic eggs', 'beverages', 'meat', 'citrus fruit', 'sweets', 'sausage']"
4293,"['napkins', 'dairy', 'whole milk', 'condiments', 'gardening', 'ready_meals', 'misc beverages', 'bottled water', 'bakery', 'soda', 'vegetables', 'herbs', 'root vegetables', 'meat', 'coffee', 'fish', 'sweets', 'sausage']"
4294,"['ice cream', 'condiments', 'bottled water', 'bags', 'vegetables', 'grains', 'domestic eggs', 'beverages', 'dairy', 'coffee', 'bakery']"
4295,"['sweets', 'dairy', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'butter', 'frozen meals', 'bottled water', 'meat', 'bakery', 'sausage']"
4296,"['whole milk', 'tropical fruit', 'fruitvegetable juice', 'oils', 'bakery', 'yogurt', 'meat', 'sweets', 'sausage']"
4297,"['brown bread', 'dairy', 'pet_care', 'whole milk', 'citrus fruit', 'fruitvegetable juice', 'specialty bar', 'curd', 'uhtmilk', 'bags', 'vegetables', 'yogurt', 'beverages', 'meat', 'margarine', 'bakery']"
4298,"['whole milk', 'butter', 'tropical fruit', 'snacks', 'dessert', 'root vegetables', 'margarine']"
4299,"['sweets', 'seasonal products', 'dental care', 'beef', 'whole milk', 'berries', 'bags', 'vegetables', 'dairy', 'citrus fruit', 'bakery']"
4300,"['dairy', 'oils', 'yogurt', 'root vegetables', 'meat', 'citrus fruit']"
4301,"['canned fruit', 'pip fruit', 'whole milk', 'chewing gum', 'soda', 'cleaning', 'vegetables', 'yogurt', 'dairy', 'herbs', 'meat', 'sausage']"
4302,"['ice cream', 'sweets', 'napkins', 'dairy', 'stationery', 'specialty bar', 'tropical fruit', 'snacks', 'misc beverages', 'vegetables', 'hard cheese', 'yogurt', 'beverages', 'meat', 'coffee', 'bakery']"
4303,"['soups', 'dairy', 'whole milk', 'tropical fruit', 'butter', 'specialty bar', 'bakery', 'soda', 'bags', 'sweeteners', 'vegetables', 'semifinished bread', 'root vegetables', 'beverages', 'meat', 'sweets', 'sausage']"
4304,"['ice cream', 'pip fruit', 'canned fish', 'bags', 'sweeteners', 'beverages', 'meat', 'bakery']"
4305,"['stationery', 'whole milk', 'pastry', 'tropical fruit', 'gardening', 'bags', 'soda', 'coffee', 'vegetables', 'dairy', 'herbs', 'specialty cheese']"
4306,"['pip fruit', 'brown bread', 'seasonal products', 'napkins', 'whole milk', 'pastry', 'misc beverages', 'cleaning', 'domestic eggs', 'dairy', 'coffee', 'bakery']"
4307,"['bags', 'yogurt']"
4308,"['dairy', 'stationery', 'whole milk', 'pastry', 'specialty bar', 'sliced cheese', 'snacks', 'bags', 'soda', 'cleaning', 'vegetables', 'yogurt', 'meat', 'citrus fruit']"
4309,"['spices', 'bakery', 'whole milk']"
4310,"['pip fruit', 'spices', 'whole milk', 'bottled water', 'beverages', 'sweets']"
4311,"['sweets', 'stationery', 'frozen meals', 'vegetables', 'bakery']"
4312,"['pip fruit', 'whole milk', 'tropical fruit', 'curd', 'household', 'bottled water', 'bags', 'soda', 'root vegetables', 'beverages', 'margarine', 'fish', 'bakery', 'sausage']"
4313,"['seasonal products', 'stationery', 'berries', 'bags', 'soda', 'sweeteners', 'beverages', 'meat', 'citrus fruit']"
4314,"['stationery', 'whole milk', 'butter', 'chewing gum', 'oils', 'misc', 'bottled water', 'vegetables', 'beverages', 'margarine', 'bakery', 'sausage']"
4315,"['butter', 'bottled water', 'soda', 'beverages', 'citrus fruit', 'bakery']"
4316,"['sweets', 'beef', 'dairy', 'whole milk', 'tropical fruit', 'gardening', 'butter', 'bottled water', 'bags', 'soda', 'vegetables', 'cleaning', 'beverages', 'meat', 'citrus fruit', 'bakery']"
4317,"['ice cream', 'beverages', 'dairy']"
4318,"['whole milk', 'pastry', 'domestic eggs', 'dairy', 'specialty fat']"
4319,"['pip fruit', 'stationery', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'butter', 'uhtmilk', 'bags', 'bottled water', 'cleaning', 'hard cheese', 'meat', 'fish', 'sausage']"
4320,"['whole milk', 'butter', 'snacks', 'bakery', 'soda', 'vegetables', 'yogurt', 'beverages', 'dairy', 'sweets', 'sausage']"
4321,"['pip fruit', 'stationery', 'tropical fruit', 'snacks', 'curd', 'misc beverages', 'fruits', 'bakery', 'soda', 'yogurt', 'beverages', 'meat', 'sweets', 'sausage']"
4322,"['ice cream', 'brown bread', 'dishes', 'misc beverages', 'bottled water', 'domestic eggs', 'yogurt', 'beverages', 'coffee', 'sweets']"
4323,"['brown bread', 'beef', 'gardening', 'condiments', 'whole milk', 'tropical fruit', 'fruits', 'cleaning', 'domestic eggs', 'beverages', 'meat']"
4324,"['napkins', 'dairy', 'whole milk', 'pastry', 'tropical fruit', 'misc beverages', 'bottled water', 'cleaning', 'beverages', 'meat', 'sweet spreads', 'sausage']"
4325,"['ice cream', 'pip fruit', 'brown bread', 'beef', 'oils', 'yogurt', 'coffee', 'sweets']"
4326,"['beef', 'whole milk', 'tropical fruit', 'bags', 'soda', 'fruits_vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'sweet spreads', 'bakery']"
4327,"['citrus fruit', 'soda', 'vegetables', 'jam', 'coffee']"
4328,"['beef', 'tropical fruit', 'snacks', 'curd', 'bags', 'cleaning', 'grains', 'yogurt', 'meat', 'citrus fruit']"
4329,"['pastry', 'tropical fruit', 'dishes', 'dessert', 'bottled water', 'decor', 'dairy']"
4330,"['beef', 'dairy', 'whole milk', 'fruitvegetable juice', 'misc beverages', 'oils', 'misc', 'semifinished bread', 'vegetables', 'baking_ingredients', 'yogurt', 'domestic eggs', 'beverages', 'meat']"
4331,"['coffee', 'sweeteners', 'vegetables', 'margarine', 'sausage']"
4332,"['beverages', 'meat', 'dairy', 'domestic eggs']"
4333,"['dairy', 'misc beverages']"
4334,"['whole milk', 'fruitvegetable juice', 'pickled vegetables', 'berries', 'bottled water', 'condensed milk', 'vegetables', 'domestic eggs', 'beverages', 'meat', 'citrus fruit', 'margarine', 'sweets']"
4335,"['napkins', 'gardening', 'whole milk', 'fruitvegetable juice', 'pickled vegetables', 'bottled water', 'bakery', 'bags', 'vegetables', 'beverages', 'citrus fruit', 'margarine', 'sweets', 'sausage']"
4336,"['sweets', 'brown bread', 'beef', 'stationery', 'whole milk', 'gardening', 'snacks', 'prosecco', 'soda', 'root vegetables', 'beverages', 'dairy', 'bakery', 'sausage']"
4337,"['napkins', 'specialty bar', 'tropical fruit', 'bags', 'root vegetables', 'dairy', 'coffee', 'sausage']"
4338,"['frozen dessert', 'sweets', 'pip fruit', 'napkins', 'dairy', 'whole milk', 'tropical fruit', 'snacks', 'dessert', 'pickled vegetables', 'semifinished bread', 'vegetables', 'grains', 'baking_ingredients', 'beverages', 'meat', 'bakery']"
4339,"['whole milk', 'condiments', 'berries', 'meat spreads', 'domestic eggs', 'sweets']"
4340,"['whole milk', 'gardening', 'fish', 'berries', 'soda', 'decor', 'personal_care', 'vegetables', 'beverages', 'dairy', 'meat', 'sweets']"
4341,"['bakery', 'bags', 'vegetables', 'dairy', 'coffee', 'sweets']"
4342,"['pip fruit', 'dairy', 'whole milk', 'vegetables', 'meat', 'bakery']"
4343,"['brown bread', 'soap', 'pastry', 'vegetables', 'specialty cheese', 'bakery']"
4344,"['specialty bar', 'frozen meals', 'soda', 'cleaning', 'domestic eggs', 'citrus fruit', 'margarine', 'bakery', 'sausage']"
4345,"['pip fruit', 'beef', 'bags', 'citrus fruit', 'bakery']"
4347,"['root vegetables', 'meat', 'citrus fruit', 'margarine']"
4348,"['whole milk', 'tropical fruit', 'snacks', 'beverages', 'dairy', 'citrus fruit', 'bakery']"
4349,"['brown bread', 'dairy', 'pickled vegetables', 'soda', 'meat', 'citrus fruit', 'bakery']"
4351,"['whole milk', 'tropical fruit', 'household', 'gardening', 'prosecco', 'vegetables', 'cleaning', 'beverages', 'cooking chocolate', 'bakery']"
4352,"['pet_care', 'dessert', 'frozen meals', 'soda', 'coffee', 'vegetables', 'yogurt', 'meat', 'margarine', 'sweets', 'sausage']"
4353,"['canned vegetables', 'dairy', 'stationery', 'tropical fruit', 'uhtmilk', 'vegetables', 'hard cheese', 'root vegetables', 'beverages', 'meat', 'coffee', 'fish', 'bakery']"
4354,"['fruits', 'beverages', 'soda', 'oils']"
4355,"['pip fruit', 'pet_care', 'whole milk', 'misc beverages', 'beverages', 'bakery']"
4356,"['napkins', 'whole milk', 'butter', 'tropical fruit', 'soda', 'root vegetables', 'dairy', 'coffee']"
4357,"['brown bread', 'pip fruit', 'whole milk', 'household', 'beverages', 'dairy', 'meat', 'sausage']"
4358,"['beef', 'tropical fruit', 'chewing gum', 'grains', 'meat', 'coffee']"
4359,"['stationery', 'fruitvegetable juice', 'dessert', 'berries', 'bags', 'vegetables', 'dairy', 'citrus fruit', 'bakery']"
4360,"['citrus fruit', 'vegetables', 'domestic eggs', 'coffee', 'margarine', 'sweets']"
4361,"['bottled water', 'vegetables', 'domestic eggs', 'root vegetables', 'meat', 'citrus fruit', 'bakery']"
4362,"['seasonal products', 'dairy', 'curd', 'fruitvegetable juice', 'chewing gum', 'berries', 'sweeteners', 'vegetables', 'yogurt', 'domestic eggs', 'meat', 'bakery']"
4363,"['whole milk', 'hygiene articles', 'soda', 'vegetables', 'coffee', 'bakery']"
4364,"['brown bread', 'dairy', 'whole milk', 'condiments', 'butter', 'fruitvegetable juice', 'dessert', 'pickled vegetables', 'sweeteners', 'vegetables', 'grains', 'yogurt', 'baking_ingredients', 'meat', 'coffee', 'bakery', 'sausage']"
4365,"['uhtmilk', 'vegetables', 'whole milk']"
4366,"['soda', 'semifinished bread']"
4367,"['whole milk', 'fruitvegetable juice', 'curd', 'bags', 'sweeteners', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'bakery']"
4368,"['dairy', 'whole milk', 'snacks', 'bottled water', 'yogurt', 'meat', 'coffee', 'sausage']"
4369,"['frozen dessert', 'whole milk', 'butter', 'soda', 'vegetables', 'yogurt', 'beverages', 'dairy']"
4370,"['pastry', 'curd', 'vegetables', 'domestic eggs', 'yogurt', 'bakery', 'sausage']"
4371,"['butter', 'misc', 'vegetables', 'domestic eggs', 'baking_ingredients', 'beverages', 'sweets']"
4372,"['pip fruit', 'brown bread', 'whole milk', 'pastry', 'dessert', 'vegetables', 'grains', 'domestic eggs', 'root vegetables', 'meat', 'margarine', 'bakery']"
4373,"['seasonal products', 'beef', 'household', 'snacks', 'bottled water', 'meat', 'bakery']"
4374,"['fruitvegetable juice', 'meat', 'dairy', 'stationery']"
4375,"['tropical fruit', 'butter', 'personal_care', 'soda', 'sweeteners', 'domestic eggs', 'beverages', 'meat', 'fish', 'bakery', 'sausage']"
4376,"['brown bread', 'dairy', 'pet_care', 'whole milk', 'butter', 'fruitvegetable juice', 'snacks', 'cereals', 'hygiene articles', 'soda', 'vegetables', 'jam', 'yogurt', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'bakery']"
4377,"['pip fruit', 'whole milk', 'sliced cheese', 'fruitvegetable juice', 'berries', 'soda', 'vegetables', 'cleaning', 'dairy', 'sweet spreads']"
4378,"['condiments', 'meat', 'grains', 'bakery']"
4379,"['snacks', 'meat', 'sweeteners', 'bakery']"
4380,"['berries', 'uhtmilk', 'fruits_vegetables', 'grains', 'root vegetables', 'beverages', 'dairy', 'coffee', 'fish']"
4381,"['sweets', 'vegetables', 'cleaning', 'meat', 'bakery']"
4382,"['fruitvegetable juice', 'meat', 'spices', 'beef']"
4383,"['ice cream', 'dairy', 'whole milk']"
4384,"['dairy', 'whole milk', 'canned fish', 'oils', 'bottled water', 'uhtmilk', 'vegetables', 'sweet spreads', 'meat', 'citrus fruit', 'sweets']"
4385,"['meat', 'margarine', 'cleaning', 'bottled water']"
4386,"['pip fruit', 'citrus fruit']"
4387,"['frozen dessert', 'brown bread', 'whole milk', 'fruits', 'soda', 'vegetables', 'cleaning', 'baking_ingredients', 'root vegetables', 'beverages', 'dairy', 'coffee', 'bakery']"
4388,"['stationery', 'tropical fruit', 'condiments', 'uhtmilk', 'beverages', 'dairy', 'citrus fruit', 'fish', 'bakery', 'sausage']"
4389,"['sweets', 'brown bread', 'dairy', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'misc beverages', 'bags', 'soda', 'cleaning', 'beverages', 'meat', 'bakery']"
4390,"['whole milk', 'beverages', 'dairy', 'coffee', 'margarine']"
4391,"['napkins', 'canned fish', 'butter', 'tropical fruit', 'snacks', 'uhtmilk', 'hygiene articles', 'soda', 'bags', 'meat', 'citrus fruit', 'specialty cheese', 'meat spreads']"
4392,"['dairy', 'whole milk', 'specialty bar', 'chewing gum', 'bags', 'fruits_vegetables', 'vegetables', 'beverages', 'meat', 'margarine']"
4393,"['whole milk', 'fruitvegetable juice', 'dishes', 'coffee', 'herbs']"
4394,"['brown bread', 'dairy', 'pastry', 'curd', 'berries', 'vegetables', 'cleaning', 'yogurt', 'meat']"
4395,"['beef', 'whole milk', 'misc beverages', 'soda', 'meat', 'sweets']"
4396,"['bags', 'spices', 'beef', 'bakery']"
4397,"['pastry', 'dessert', 'bags', 'vegetables', 'yogurt', 'root vegetables', 'dairy', 'bakery']"
4398,"['spices', 'curd', 'snacks', 'oils', 'bakery', 'soda', 'vegetables', 'beverages', 'sweets']"
4400,"['pet_care', 'whole milk', 'bags', 'beverages', 'dairy', 'bakery']"
4401,"['ice cream', 'butter', 'bottled water', 'hygiene articles', 'beverages', 'dairy', 'sausage']"
4402,"['dairy', 'stationery', 'cleaning', 'meat', 'coffee']"
4403,"['dental care', 'butter', 'tropical fruit', 'pastry', 'vegetables', 'yogurt', 'beverages', 'meat']"
4404,"['brown bread', 'gardening', 'vegetables', 'root vegetables', 'dairy', 'coffee', 'sweets']"
4405,"['dairy', 'whole milk', 'pastry', 'bottled water', 'hygiene articles', 'soda', 'vegetables', 'meat', 'sweets']"
4406,"['ice cream', 'pip fruit', 'dairy', 'artif sweetener', 'whole milk', 'tropical fruit', 'stationery', 'chewing gum', 'dessert', 'bags', 'soda', 'sweeteners', 'vegetables', 'domestic eggs', 'hard cheese', 'beverages', 'meat']"
4407,"['liquor appetizer', 'misc beverages', 'berries', 'bottled water', 'soda', 'domestic eggs']"
4408,"['pip fruit', 'dairy', 'whole milk', 'butter', 'misc beverages', 'bags', 'meat', 'fish', 'bakery']"
4409,"['ice cream', 'brown bread', 'whole milk', 'household', 'bottled water', 'uhtmilk', 'domestic eggs']"
4410,"['ice cream', 'sweets', 'stationery', 'whole milk', 'snacks', 'curd', 'dessert', 'hygiene articles', 'vegetables', 'beverages', 'bakery']"
4411,"['pip fruit', 'curd', 'soda', 'beverages', 'meat']"
4412,"['napkins', 'canned vegetables', 'curd', 'uhtmilk', 'bakery', 'bags', 'vegetables', 'root vegetables', 'sweets', 'sausage']"
4413,"['dairy', 'nutsprunes', 'grains', 'beverages', 'meat', 'margarine']"
4414,"['beef', 'stationery', 'bottled water', 'bags', 'soda', 'dairy', 'bakery']"
4415,"['pip fruit', 'tropical fruit', 'bottled water', 'vegetables', 'beverages', 'dairy', 'coffee']"
4416,"['brown bread', 'stationery', 'whole milk', 'pastry', 'butter', 'misc', 'bakery', 'vegetables', 'yogurt', 'dairy', 'margarine', 'sweets']"
4417,"['frozen dessert', 'pip fruit', 'tropical fruit', 'fruitvegetable juice', 'frozen meals', 'fruits', 'sweeteners', 'cleaning', 'beverages', 'meat', 'sausage']"
4418,"['dairy', 'whole milk', 'nutsprunes', 'meat', 'bakery']"
4419,"['citrus fruit', 'vegetables']"
4420,"['frozen potato products', 'whole milk', 'bottled water', 'beverages', 'coffee', 'bakery']"
4422,"['pip fruit', 'curd', 'berries', 'bottled water', 'bags']"
4423,"['pip fruit', 'brown bread']"
4424,"['beef', 'stationery', 'condiments', 'hygiene articles', 'beverages', 'meat', 'margarine', 'herbs']"
4425,"['dairy', 'whole milk']"
4426,"['ice cream', 'pip fruit', 'whole milk', 'tropical fruit', 'curd', 'pastry', 'ready_meals', 'berries', 'uhtmilk', 'oils', 'beverages', 'coffee', 'sweets']"
4427,"['zwieback', 'spices', 'dairy', 'pet_care', 'tropical fruit', 'soda', 'cleaning', 'root vegetables', 'meat', 'bakery', 'sausage']"
4428,"['coffee', 'sweeteners', 'vegetables', 'meat', 'citrus fruit', 'sausage']"
4429,"['fruits', 'bakery', 'gardening']"
4430,"['pip fruit', 'dairy', 'tropical fruit', 'curd', 'frozen meals', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'margarine', 'bakery', 'sausage']"
4431,"['brown bread', 'dairy', 'whole milk', 'pastry', 'snacks', 'butter', 'soda', 'beverages', 'meat', 'bakery']"
4432,"['whole milk', 'tropical fruit', 'snacks', 'butter', 'personal_care', 'root vegetables', 'beverages', 'coffee', 'sweets', 'sausage']"
4433,"['whole milk', 'curd', 'fruitvegetable juice', 'bottled water', 'fruits', 'hygiene articles', 'tea', 'vegetables', 'yogurt', 'dairy', 'margarine', 'bakery', 'sausage']"
