Member_number,Date,itemDescription,cleaned,mapped
4367,03-10-2014,white wine,white wine,beverages
1283,09-02-2014,bottled water,bottled water,bottled water
2699,03-12-2014,yogurt,yogurt,yogurt
4483,03-07-2014,whole milk,whole milk,whole milk
3841,01-08-2014,brown bread,brown bread,brown bread
4495,23-10-2014,hamburger meat,hamburger meat,meat
1565,02-07-2014,rolls/buns,rollsbuns,bakery
3961,18-12-2014,soda,soda,soda
2044,26-11-2014,pastry,pastry,pastry
2961,14-03-2014,shopping bags,shopping bags,bags
2857,30-05-2014,waffles,waffles,bakery
1797,31-07-2014,processed cheese,processed cheese,dairy
1912,19-10-2014,dessert,dessert,dessert
3515,06-09-2014,pastry,pastry,pastry
1052,13-10-2014,whole milk,whole milk,whole milk
4888,04-06-2014,sauces,sauces,condiments
2925,01-04-2014,oil,oil,oils
4145,17-05-2014,pastry,pastry,pastry
1028,10-11-2014,butter,butter,butter
3779,27-10-2014,pastry,pastry,pastry
3890,20-01-2014,sliced cheese,sliced cheese,sliced cheese
3608,16-11-2014,specialty chocolate,specialty chocolate,sweets
2828,01-02-2014,curd,curd,curd
1110,11-12-2014,salty snack,salty snack,snacks
2811,22-07-2014,frozen meals,frozen meals,frozen meals
1859,14-01-2014,chewing gum,chewing gum,chewing gum
1783,12-05-2014,specialty chocolate,specialty chocolate,sweets
2272,05-06-2014,napkins,napkins,napkins
3159,23-07-2014,whole milk,whole milk,whole milk
4846,04-12-2014,bottled water,bottled water,bottled water
2314,28-07-2014,whole milk,whole milk,whole milk
2646,23-10-2014,pastry,pastry,pastry
2443,04-02-2014,whole milk,whole milk,whole milk
4979,18-11-2014,whole milk,whole milk,whole milk
3176,10-07-2014,newspapers,newspapers,stationery
3641,01-02-2014,soft cheese,soft cheese,dairy
3560,26-11-2014,pickled vegetables,pickled vegetables,pickled vegetables
2956,03-05-2014,chocolate,chocolate,sweets
4009,18-09-2014,whole milk,whole milk,whole milk
4597,17-07-2014,whipped/sour cream,whippedsour cream,dairy
2438,25-05-2014,rolls/buns,rollsbuns,bakery
1189,04-07-2014,sliced cheese,sliced cheese,sliced cheese
4527,22-03-2014,brown bread,brown bread,brown bread
2731,27-08-2014,newspapers,newspapers,stationery
1863,01-06-2014,newspapers,newspapers,stationery
3532,17-08-2014,canned vegetables,canned vegetables,canned vegetables
3309,19-03-2014,brown bread,brown bread,brown bread
1535,08-06-2014,whole milk,whole milk,whole milk
2764,30-03-2014,yogurt,yogurt,yogurt
4140,29-01-2014,waffles,waffles,bakery
2363,03-12-2014,red/blush wine,redblush wine,beverages
2496,26-11-2014,UHT-milk,uhtmilk,uhtmilk
2814,15-12-2014,rolls/buns,rollsbuns,bakery
1100,18-12-2014,yogurt,yogurt,yogurt
2005,22-11-2014,rolls/buns,rollsbuns,bakery
2673,16-12-2014,yogurt,yogurt,yogurt
3876,10-12-2014,hard cheese,hard cheese,hard cheese
3483,19-10-2014,sliced cheese,sliced cheese,sliced cheese
4130,03-08-2014,long life bakery product,long life bakery product,bakery
2528,15-03-2014,coffee,coffee,coffee
4153,27-07-2014,bottled water,bottled water,bottled water
4407,25-12-2014,bottled water,bottled water,bottled water
2907,17-04-2014,whole milk,whole milk,whole milk
3541,18-03-2014,house keeping products,house keeping products,household
2882,12-12-2014,other vegetables,other vegetables,vegetables
3507,13-02-2014,root vegetables,root vegetables,root vegetables
3104,22-10-2014,rolls/buns,rollsbuns,bakery
1286,19-07-2014,hygiene articles,hygiene articles,hygiene articles
3756,03-11-2014,canned beer,canned beer,beverages
2242,01-12-2014,butter,butter,butter
4481,11-08-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
4910,26-02-2014,napkins,napkins,napkins
1287,07-08-2014,whipped/sour cream,whippedsour cream,dairy
3067,17-11-2014,whipped/sour cream,whippedsour cream,dairy
1204,18-05-2014,yogurt,yogurt,yogurt
4318,27-03-2014,whole milk,whole milk,whole milk
3218,11-06-2014,sugar,sugar,sweeteners
2772,19-08-2014,red/blush wine,redblush wine,beverages
3823,10-12-2014,frozen vegetables,frozen vegetables,vegetables
1325,30-04-2014,soda,soda,soda
1211,13-12-2014,whole milk,whole milk,whole milk
1613,17-01-2014,pastry,pastry,pastry
3706,17-11-2014,pastry,pastry,pastry
3435,22-01-2014,bottled water,bottled water,bottled water
1828,12-06-2014,dessert,dessert,dessert
4204,11-11-2014,whipped/sour cream,whippedsour cream,dairy
1004,01-07-2014,frozen fish,frozen fish,fish
1520,03-06-2014,other vegetables,other vegetables,vegetables
3031,01-12-2014,specialty bar,specialty bar,specialty bar
2450,31-07-2014,root vegetables,root vegetables,root vegetables
1878,02-01-2014,dessert,dessert,dessert
3012,24-07-2014,whole milk,whole milk,whole milk
3484,06-08-2014,pickled vegetables,pickled vegetables,pickled vegetables
1908,30-05-2014,zwieback,zwieback,zwieback
4126,18-10-2014,hamburger meat,hamburger meat,meat
3359,07-06-2014,butter,butter,butter
2747,17-09-2014,bottled beer,bottled beer,beverages
2467,30-11-2014,vinegar,vinegar,condiments
4993,15-08-2014,abrasive cleaner,abrasive cleaner,cleaning
1738,10-08-2014,liquor (appetizer),liquor appetizer,liquor appetizer
2755,30-10-2014,chocolate,chocolate,sweets
3035,21-02-2014,curd,curd,curd
4267,12-11-2014,newspapers,newspapers,stationery
1907,20-04-2014,rolls/buns,rollsbuns,bakery
3568,14-08-2014,newspapers,newspapers,stationery
1798,29-05-2014,bottled water,bottled water,bottled water
3289,02-02-2014,sugar,sugar,sweeteners
4853,20-07-2014,whipped/sour cream,whippedsour cream,dairy
2144,13-05-2014,specialty bar,specialty bar,specialty bar
2079,26-08-2014,domestic eggs,domestic eggs,domestic eggs
3689,10-09-2014,rolls/buns,rollsbuns,bakery
4913,06-11-2014,whipped/sour cream,whippedsour cream,dairy
3830,01-04-2014,domestic eggs,domestic eggs,domestic eggs
2829,07-07-2014,soda,soda,soda
4138,07-10-2014,chocolate marshmallow,chocolate marshmallow,sweets
3484,19-11-2014,rolls/buns,rollsbuns,bakery
2413,16-09-2014,salty snack,salty snack,snacks
2164,30-09-2014,sugar,sugar,sweeteners
3393,02-07-2014,frozen potato products,frozen potato products,frozen potato products
4325,03-03-2014,specialty chocolate,specialty chocolate,sweets
1205,30-04-2014,oil,oil,oils
4793,14-12-2014,pastry,pastry,pastry
4194,23-02-2014,bottled beer,bottled beer,beverages
2018,05-02-2014,rolls/buns,rollsbuns,bakery
1881,18-08-2014,oil,oil,oils
3967,23-01-2014,rolls/buns,rollsbuns,bakery
4305,03-12-2014,onions,onions,vegetables
2637,18-06-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2631,20-02-2014,root vegetables,root vegetables,root vegetables
1630,22-10-2014,rolls/buns,rollsbuns,bakery
4860,30-05-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2014,07-06-2014,brown bread,brown bread,brown bread
1197,19-03-2014,waffles,waffles,bakery
1572,31-03-2014,rolls/buns,rollsbuns,bakery
1833,20-10-2014,margarine,margarine,margarine
3737,05-09-2014,bottled beer,bottled beer,beverages
3860,06-10-2014,domestic eggs,domestic eggs,domestic eggs
1954,16-08-2014,coffee,coffee,coffee
1923,02-02-2014,pip fruit,pip fruit,pip fruit
1052,04-01-2014,shopping bags,shopping bags,bags
2773,30-05-2014,margarine,margarine,margarine
2070,13-04-2014,oil,oil,oils
2632,10-12-2014,whole milk,whole milk,whole milk
4999,19-05-2014,detergent,detergent,cleaning
3158,04-10-2014,bottled water,bottled water,bottled water
3763,15-07-2014,chocolate,chocolate,sweets
1740,26-07-2014,white bread,white bread,bakery
3548,13-03-2014,yogurt,yogurt,yogurt
2404,22-10-2014,beverages,beverages,beverages
2258,19-10-2014,soda,soda,soda
2795,19-03-2014,snack products,snack products,snacks
1270,12-07-2014,flower soil/fertilizer,flower soilfertilizer,gardening
4803,12-01-2014,white bread,white bread,bakery
1542,08-12-2014,popcorn,popcorn,snacks
4929,08-05-2014,waffles,waffles,bakery
4620,16-03-2014,shopping bags,shopping bags,bags
2836,06-11-2014,root vegetables,root vegetables,root vegetables
1692,12-06-2014,cake bar,cake bar,sweets
4563,20-05-2014,margarine,margarine,margarine
4210,17-03-2014,shopping bags,shopping bags,bags
1971,28-05-2014,dessert,dessert,dessert
1280,13-04-2014,spices,spices,spices
2632,22-06-2014,sugar,sugar,sweeteners
3430,12-08-2014,dishes,dishes,dishes
3554,15-01-2014,make up remover,make up remover,personal_care
1924,22-11-2014,shopping bags,shopping bags,bags
1064,21-04-2014,rolls/buns,rollsbuns,bakery
3208,02-12-2014,whole milk,whole milk,whole milk
1895,06-04-2014,canned beer,canned beer,beverages
1865,17-02-2014,oil,oil,oils
4316,04-08-2014,bottled water,bottled water,bottled water
3411,02-05-2014,dessert,dessert,dessert
4855,27-08-2014,rolls/buns,rollsbuns,bakery
3782,15-01-2014,curd,curd,curd
4394,13-11-2014,detergent,detergent,cleaning
2112,03-06-2014,sliced cheese,sliced cheese,sliced cheese
3768,06-01-2014,yogurt,yogurt,yogurt
1109,14-10-2014,sugar,sugar,sweeteners
3850,14-06-2014,misc. beverages,misc beverages,misc beverages
1466,24-05-2014,root vegetables,root vegetables,root vegetables
3785,12-07-2014,photo/film,photofilm,electronics
3116,22-05-2014,soda,soda,soda
3705,18-05-2014,yogurt,yogurt,yogurt
4916,11-01-2014,whole milk,whole milk,whole milk
3467,20-10-2014,pastry,pastry,pastry
2523,11-10-2014,rolls/buns,rollsbuns,bakery
2916,12-08-2014,whole milk,whole milk,whole milk
3675,15-11-2014,whole milk,whole milk,whole milk
1206,03-02-2014,hygiene articles,hygiene articles,hygiene articles
1621,28-08-2014,butter milk,butter milk,dairy
2629,09-07-2014,whole milk,whole milk,whole milk
2712,15-08-2014,yogurt,yogurt,yogurt
2486,19-04-2014,dessert,dessert,dessert
3166,03-05-2014,whole milk,whole milk,whole milk
3120,02-01-2014,whole milk,whole milk,whole milk
4060,01-10-2014,domestic eggs,domestic eggs,domestic eggs
4443,19-10-2014,brown bread,brown bread,brown bread
2180,27-09-2014,waffles,waffles,bakery
2552,11-07-2014,shopping bags,shopping bags,bags
4022,10-07-2014,oil,oil,oils
2617,12-08-2014,yogurt,yogurt,yogurt
2937,24-04-2014,yogurt,yogurt,yogurt
3516,09-09-2014,whipped/sour cream,whippedsour cream,dairy
3582,16-06-2014,dessert,dessert,dessert
2022,28-03-2014,newspapers,newspapers,stationery
2345,09-06-2014,candy,candy,sweets
2837,05-11-2014,soap,soap,soap
3715,04-04-2014,whole milk,whole milk,whole milk
3010,13-06-2014,shopping bags,shopping bags,bags
2428,11-02-2014,sugar,sugar,sweeteners
4512,12-08-2014,soda,soda,soda
1194,16-01-2014,bottled water,bottled water,bottled water
2492,14-03-2014,butter milk,butter milk,dairy
3732,14-07-2014,shopping bags,shopping bags,bags
1653,20-12-2014,rolls/buns,rollsbuns,bakery
3117,19-03-2014,napkins,napkins,napkins
1506,25-12-2014,pet care,pet care,pet_care
3110,23-07-2014,frozen potato products,frozen potato products,frozen potato products
2274,22-02-2014,pastry,pastry,pastry
3074,03-11-2014,mayonnaise,mayonnaise,condiments
4969,09-09-2014,shopping bags,shopping bags,bags
2546,04-06-2014,candy,candy,sweets
4434,30-01-2014,butter,butter,butter
2931,05-07-2014,domestic eggs,domestic eggs,domestic eggs
1329,29-01-2014,whipped/sour cream,whippedsour cream,dairy
3797,07-09-2014,whole milk,whole milk,whole milk
1525,13-07-2014,bottled beer,bottled beer,beverages
3704,03-12-2014,frozen vegetables,frozen vegetables,vegetables
3221,28-07-2014,rolls/buns,rollsbuns,bakery
1118,02-03-2014,frozen vegetables,frozen vegetables,vegetables
4891,02-06-2014,dog food,dog food,pet_care
2716,03-09-2014,pastry,pastry,pastry
1083,15-07-2014,soda,soda,soda
1345,08-04-2014,rolls/buns,rollsbuns,bakery
3122,16-04-2014,bottled water,bottled water,bottled water
2306,17-03-2014,shopping bags,shopping bags,bags
1410,26-06-2014,soda,soda,soda
2956,22-07-2014,other vegetables,other vegetables,vegetables
4389,22-04-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
4946,24-04-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
3893,19-05-2014,rolls/buns,rollsbuns,bakery
3401,17-03-2014,chewing gum,chewing gum,chewing gum
3082,07-07-2014,canned vegetables,canned vegetables,canned vegetables
2437,06-07-2014,soda,soda,soda
3909,16-11-2014,rolls/buns,rollsbuns,bakery
3207,06-12-2014,bottled beer,bottled beer,beverages
4526,19-12-2014,other vegetables,other vegetables,vegetables
1288,28-09-2014,whole milk,whole milk,whole milk
1013,17-01-2014,napkins,napkins,napkins
1615,07-06-2014,white bread,white bread,bakery
3956,26-10-2014,sugar,sugar,sweeteners
1868,19-03-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2863,03-03-2014,whipped/sour cream,whippedsour cream,dairy
3052,26-10-2014,hard cheese,hard cheese,hard cheese
2612,02-06-2014,specialty bar,specialty bar,specialty bar
4362,22-01-2014,curd,curd,curd
4512,28-05-2014,seasonal products,seasonal products,seasonal products
4176,11-06-2014,rolls/buns,rollsbuns,bakery
1766,15-04-2014,canned beer,canned beer,beverages
4261,29-05-2014,dessert,dessert,dessert
4683,02-03-2014,domestic eggs,domestic eggs,domestic eggs
1443,25-08-2014,bottled water,bottled water,bottled water
1692,26-07-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
2283,22-11-2014,white bread,white bread,bakery
3562,17-12-2014,male cosmetics,male cosmetics,personal_care
1004,10-06-2014,red/blush wine,redblush wine,beverages
1405,14-05-2014,whole milk,whole milk,whole milk
2141,24-04-2014,sugar,sugar,sweeteners
2954,17-07-2014,rolls/buns,rollsbuns,bakery
2230,14-07-2014,bottled water,bottled water,bottled water
1765,12-06-2014,pasta,pasta,grains
4735,27-03-2014,honey,honey,honey
3603,20-07-2014,UHT-milk,uhtmilk,uhtmilk
1774,10-08-2014,cereals,cereals,cereals
4018,30-10-2014,bottled water,bottled water,bottled water
2437,25-02-2014,soda,soda,soda
2847,28-04-2014,spices,spices,spices
3832,07-06-2014,bottled water,bottled water,bottled water
4433,19-10-2014,curd,curd,curd
2358,26-06-2014,shopping bags,shopping bags,bags
2540,23-07-2014,napkins,napkins,napkins
2298,12-04-2014,roll products ,roll products,bakery
4618,28-02-2014,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
4667,05-03-2014,white wine,white wine,beverages
4527,14-10-2014,rolls/buns,rollsbuns,bakery
1521,11-09-2014,salty snack,salty snack,snacks
3403,21-01-2014,baking powder,baking powder,baking_ingredients
3831,29-03-2014,yogurt,yogurt,yogurt
3141,04-01-2014,other vegetables,other vegetables,vegetables
2732,04-03-2014,soda,soda,soda
3905,04-04-2014,whole milk,whole milk,whole milk
3100,16-04-2014,curd,curd,curd
1549,17-07-2014,bottled water,bottled water,bottled water
3726,03-09-2014,mustard,mustard,oils
1429,19-10-2014,yogurt,yogurt,yogurt
2928,04-11-2014,brown bread,brown bread,brown bread
3482,13-01-2014,oil,oil,oils
2410,06-12-2014,root vegetables,root vegetables,root vegetables
4448,11-12-2014,whole milk,whole milk,whole milk
3095,08-05-2014,newspapers,newspapers,stationery
4445,25-04-2014,light bulbs,light bulbs,light bulbs
3148,23-04-2014,UHT-milk,uhtmilk,uhtmilk
4746,08-07-2014,sugar,sugar,sweeteners
2814,10-06-2014,butter,butter,butter
4494,08-11-2014,frozen dessert,frozen dessert,frozen dessert
2631,29-09-2014,hair spray,hair spray,personal_care
3021,15-11-2014,soups,soups,soups
1530,05-09-2014,sliced cheese,sliced cheese,sliced cheese
4202,12-07-2014,rolls/buns,rollsbuns,bakery
3931,22-06-2014,frozen vegetables,frozen vegetables,vegetables
1644,13-07-2014,brown bread,brown bread,brown bread
3149,25-01-2014,pastry,pastry,pastry
2122,06-04-2014,soda,soda,soda
3831,01-03-2014,bottled water,bottled water,bottled water
3583,21-03-2014,Instant food products,instant food products,ready_meals
3848,28-02-2014,chewing gum,chewing gum,chewing gum
1264,11-12-2014,white bread,white bread,bakery
2060,25-05-2014,soups,soups,soups
4116,12-10-2014,yogurt,yogurt,yogurt
4727,12-04-2014,rolls/buns,rollsbuns,bakery
1692,04-05-2014,sugar,sugar,sweeteners
4370,12-02-2014,domestic eggs,domestic eggs,domestic eggs
1355,29-03-2014,soda,soda,soda
2549,20-08-2014,potato products,potato products,vegetables
2612,11-06-2014,pastry,pastry,pastry
1094,11-12-2014,detergent,detergent,cleaning
2932,10-11-2014,rolls/buns,rollsbuns,bakery
4402,09-10-2014,newspapers,newspapers,stationery
3942,06-05-2014,rolls/buns,rollsbuns,bakery
2644,29-03-2014,chocolate,chocolate,sweets
3116,12-03-2014,frozen vegetables,frozen vegetables,vegetables
1188,04-07-2014,cleaner,cleaner,cleaning
1387,31-05-2014,soda,soda,soda
4468,12-03-2014,bottled water,bottled water,bottled water
1652,06-12-2014,canned beer,canned beer,beverages
1234,16-03-2014,margarine,margarine,margarine
3480,31-08-2014,white wine,white wine,beverages
3946,19-04-2014,roll products ,roll products,bakery
2784,10-08-2014,coffee,coffee,coffee
3743,13-08-2014,brown bread,brown bread,brown bread
2313,02-05-2014,dishes,dishes,dishes
2746,17-01-2014,brown bread,brown bread,brown bread
4543,11-05-2014,hard cheese,hard cheese,hard cheese
1692,11-11-2014,ready soups,ready soups,ready_meals
4163,16-02-2014,newspapers,newspapers,stationery
1379,21-09-2014,rolls/buns,rollsbuns,bakery
1442,01-10-2014,candles,candles,decor
3517,21-08-2014,margarine,margarine,margarine
2177,29-06-2014,salty snack,salty snack,snacks
2086,08-01-2014,butter,butter,butter
1169,01-11-2014,detergent,detergent,cleaning
4113,13-03-2014,UHT-milk,uhtmilk,uhtmilk
4807,03-04-2014,bottled beer,bottled beer,beverages
3688,09-02-2014,whipped/sour cream,whippedsour cream,dairy
